TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
c_c013561,9,여,20,4,6,6,2,3,2,6,2,6,5.0,2,1,['전라북도+정읍시']
c_c002727,8,여,40,1,2,1,4,4,6,6,7,1,3.0,2,3,['충청남도+공주시']
c_c008933,9,남,40,5,4,2,6,6,7,7,3,1,8.0,2,3,['충청남도+예산군']
c_c003879,3,여,30,4,3,3,3,1,4,3,1,4,8.0,5,0,['충청남도+아산시']
c_c014259,3,여,40,1,4,2,2,4,4,3,4,4,3.0,2,1,['충청남도+공주시']
c_c007616,3,여,30,5,2,5,5,1,2,3,7,4,1.0,5,1,"['충청남도+서산시', '충청남도+홍성군']"
c_c013609,3,남,30,5,2,5,2,5,6,4,6,6,2.0,2,1,['충청남도+보령시']
c_c011629,6,남,30,5,1,1,3,4,4,4,2,2,7.0,2,1,['전라북도+전주시']
c_c010870,2,여,20,5,1,1,4,4,4,4,3,6,3.0,1,2,['세종시+세종시']
c_c011713,24,남,60,3,3,4,3,4,3,5,5,6,1.0,1,2,['충청남도+당진시']
c_c004157,3,여,50,1,4,4,2,3,4,3,1,6,3.0,4,3,['충청북도+제천시']
c_c003862,3,여,20,1,5,6,4,5,3,3,2,7,2.0,1,2,['전라남도+강진군']
c_c003934,21,여,60,4,1,2,1,2,1,4,2,5,2.0,3,1,"['전라북도+전주시', '전라북도+완주군']"
c_c011365,6,여,20,3,4,2,3,3,4,4,4,4,3.0,1,1,['전라북도+전주시']
c_c011904,3,여,20,5,4,5,3,4,4,4,6,6,2.0,9,0,['전라북도+완주군']
c_c010948,21,여,30,5,3,5,2,2,6,4,5,5,1.0,3,1,['전라남도+담양군']
c_c004558,6,여,20,1,4,3,6,2,4,2,2,7,10.0,2,0,['전라북도+군산시']
c_c002337,21,여,20,4,3,2,4,2,3,6,6,7,2.0,4,0,['전라북도+전주시']
a_a006154,3,여,20,4,4,3,4,5,2,2,2,2,2.0,2,0,['충청남도+공주시']
b_b012637,25,여,30,4,2,1,1,1,4,5,3,6,3.0,5,3,['충청남도+태안군']
c_c002428,4,여,20,2,4,1,4,1,1,6,1,7,9.0,2,2,"['강원도+동해시', '충청북도+제천시', '충청북도+충주시', '강원도+양양군']"
c_c005802,2,여,20,3,2,4,1,4,3,1,4,6,1.0,3,1,['충청남도+공주시']
c_c005583,9,남,60,2,5,3,5,5,5,7,5,3,3.0,3,1,['충청남도+천안시']
c_c005547,2,남,20,5,3,1,1,2,5,5,6,7,3.0,1,1,['충청북도+충주시']
c_c006220,2,여,30,5,1,5,1,6,4,3,3,6,3.0,2,2,['전라북도+전주시']
c_c004818,22,여,20,4,2,1,1,3,4,2,7,6,5.0,5,1,['충청남도+태안군']
c_c010018,2,여,30,3,1,4,2,4,4,4,6,4,3.0,1,2,"['충청남도+서천군', '충청남도+부여군', '충청남도+보령시']"
c_c012175,9,여,30,5,4,4,5,5,5,5,5,5,7.0,1,2,['전라남도+함평군']
c_c008970,22,여,30,5,2,5,6,6,6,3,6,7,1.0,1,1,['충청남도+공주시']
c_c001719,1,여,20,1,4,4,4,5,5,6,5,3,2.0,1,3,"['대전광역시+서구', '대전광역시+유성구']"
c_c005791,22,여,30,3,5,6,6,4,5,6,6,7,3.0,4,3,['경상남도+하동군']
c_c000759,2,여,20,2,5,1,1,3,6,6,5,6,3.0,3,3,['전라남도+여수시']
c_c001146,23,여,20,4,6,2,1,3,3,2,3,7,2.0,1,1,['전라남도+여수시']
c_c009753,1,남,20,2,4,4,4,6,3,3,7,2,2.0,1,1,['전라남도+여수시']
c_c002327,26,여,20,4,4,2,2,2,6,6,2,7,3.0,2,1,['충청남도+보령시']
c_c003105,2,여,30,8,2,4,1,3,1,3,4,2,5.0,4,1,"['대전광역시+서구', '대전광역시+유성구']"
c_c013208,22,여,20,3,5,2,3,2,6,5,1,5,7.0,3,1,['전라북도+전주시']
c_c009000,10,여,30,3,1,1,1,6,7,4,7,1,2.0,3,1,['충청남도+아산시']
c_c011177,21,여,30,3,1,1,4,1,1,4,5,5,1.0,3,0,"['전라북도+전주시', '전라북도+정읍시']"
c_c006065,6,남,30,4,6,2,6,1,2,2,6,2,3.0,3,1,['충청북도+청주시']
c_c006880,21,여,60,6,4,4,6,4,4,6,2,7,8.0,4,0,['전라북도+군산시']
c_c003358,2,여,20,3,4,1,1,3,1,6,1,6,5.0,1,1,['전라북도+전주시']
c_c003336,23,여,30,6,6,2,4,3,4,4,7,7,1.0,1,1,"['전라북도+군산시', '충청남도+아산시', '전라북도+전주시']"
c_c003477,1,여,20,4,6,3,4,4,3,5,2,3,2.0,1,0,['전라북도+전주시']
c_c012303,22,여,30,4,1,1,1,1,4,2,1,7,3.0,2,3,['전라남도+담양군']
c_c002923,22,여,20,4,1,1,1,4,6,1,1,7,2.0,1,0,['충청남도+아산시']
a_a001849,1,여,40,4,4,4,6,2,4,5,5,5,1.0,2,2,['충청남도+부여군']
c_c001727,22,여,20,4,2,1,2,2,5,2,6,3,1.0,2,1,['충청남도+보령시']
c_c002440,2,여,20,9,1,3,2,6,7,6,6,6,1.0,1,0,['충청북도+청주시']
c_c000105,3,남,40,8,2,5,4,4,4,4,4,4,3.0,6,3,['충청북도+제천시']
c_c001174,6,여,30,4,3,3,1,6,7,2,7,2,9.0,1,1,['전라북도+전주시']
c_c002773,8,여,40,6,2,1,2,4,4,3,3,6,2.0,7,3,['충청남도+아산시']
c_c001113,3,여,20,4,2,6,2,5,3,2,6,2,2.0,2,1,['충청남도+부여군']
c_c005687,21,여,20,3,2,6,1,3,6,1,3,6,4.0,1,0,['전라남도+화순군']
c_c014393,22,여,30,1,3,5,2,4,4,6,5,5,5.0,1,0,['전라남도+나주시']
c_c003588,22,남,30,4,2,6,2,5,6,1,5,7,1.0,3,1,['전라북도+고창군']
c_c006114,25,여,30,3,4,5,3,4,3,3,6,6,1.0,1,0,['세종시+세종시']
c_c008110,24,남,30,4,4,1,1,3,6,6,7,7,5.0,2,2,"['충청남도+예산군', '충청남도+공주시']"
c_c008828,6,남,30,5,1,1,7,1,4,4,4,4,3.0,4,3,['전라남도+담양군']
c_c001034,1,여,40,9,2,4,1,4,6,5,2,4,8.0,5,2,['충청남도+공주시']
c_c001280,5,여,20,1,4,2,3,3,4,3,3,5,1.0,4,3,"['전라남도+순천시', '전라남도+여수시']"
c_c006434,3,여,20,4,2,2,1,4,6,2,5,6,1.0,5,0,['충청남도+공주시']
c_c005315,1,여,40,2,3,4,4,3,3,6,5,5,3.0,1,1,['충청남도+공주시']
c_c005604,22,여,30,3,5,6,2,4,2,6,2,6,5.0,2,1,['전라남도+담양군']
c_c014359,1,여,50,1,3,5,3,4,3,3,5,2,2.0,1,0,['전라남도+담양군']
c_c012034,3,여,20,4,5,3,2,3,5,5,3,5,2.0,4,0,['충청남도+공주시']
c_c002154,3,여,40,4,2,2,4,2,2,4,4,3,2.0,1,2,['충청북도+충주시']
c_c009965,2,여,20,2,4,1,1,5,1,5,1,1,1.0,1,3,['전라남도+담양군']
c_c006810,1,여,20,5,1,1,1,1,1,1,1,1,4.0,2,1,"['충청남도+아산시', '충청남도+당진시']"
c_c013829,9,남,40,6,3,6,2,6,6,3,2,5,8.0,3,3,['충청남도+예산군']
c_c008884,3,여,40,2,1,2,1,5,7,1,1,2,9.0,1,5,['충청북도+제천시']
c_c013124,6,여,20,4,4,4,4,4,4,4,4,4,2.0,1,0,['대전광역시+중구']
c_c014320,26,여,30,4,3,3,4,3,3,5,3,5,1.0,4,0,['서울특별시+용산구']
c_c001077,10,여,20,6,3,3,4,3,4,4,5,4,1.0,2,3,['충청북도+제천시']
c_c013787,22,남,30,4,4,2,3,3,3,3,2,5,1.0,2,1,['전라북도+전주시']
c_c002842,2,남,20,4,2,4,1,7,4,1,2,7,7.0,1,1,['충청남도+천안시']
c_c009383,2,여,60,2,4,2,4,2,1,4,2,4,2.0,2,0,['세종시+세종시']
c_c002846,2,여,20,4,3,2,3,5,4,5,3,5,1.0,2,6,['전라북도+전주시']
c_c002906,21,남,40,6,3,4,4,3,4,4,4,5,3.0,3,1,['전라남도+여수시']
c_c012645,3,여,20,4,2,1,2,3,2,4,6,6,3.0,5,4,['전라남도+여수시']
c_c006921,3,여,30,4,4,2,4,2,2,4,7,6,2.0,1,0,['전라남도+장성군']
c_c002911,3,여,40,5,4,1,2,2,2,4,6,4,1.0,1,3,"['전라남도+순천시', '전라남도+여수시']"
c_c005945,2,여,30,3,4,3,2,5,2,4,1,2,1.0,3,1,['대전광역시+유성구']
c_c012625,21,남,30,5,4,5,3,4,2,3,5,5,3.0,2,1,['충청남도+서산시']
c_c001788,22,여,20,4,5,1,1,1,1,3,3,6,2.0,7,1,['충청남도+아산시']
c_c001974,26,여,20,4,2,1,1,5,6,3,1,6,3.0,2,1,['전라북도+전주시']
c_c003255,4,여,30,4,4,2,1,1,4,2,1,7,7.0,2,2,['전라남도+여수시']
c_c012008,9,여,60,1,1,7,7,4,1,7,1,4,1.0,2,3,['충청남도+아산시']
c_c000224,23,여,30,4,4,6,6,1,2,4,1,4,2.0,3,3,['대전광역시+유성구']
c_c002838,2,남,40,8,3,2,5,4,3,6,3,5,3.0,3,3,['전라남도+여수시']
c_c006656,3,여,30,4,4,2,2,1,2,2,3,2,7.0,1,0,['충청남도+공주시']
c_c003716,26,남,60,5,3,3,4,3,3,4,4,5,1.0,1,0,['충청북도+단양군']
c_c001705,5,여,20,4,4,3,2,3,6,6,3,4,7.0,1,0,['충청남도+보령시']
c_c005523,25,여,20,3,4,2,4,3,4,5,4,6,1.0,1,0,['전라북도+부안군']
c_c009482,22,여,20,2,1,1,1,3,2,1,7,7,1.0,1,1,['전라남도+담양군']
c_c008855,2,남,40,4,7,1,1,1,1,6,1,3,2.0,3,0,"['대전광역시+서구', '대전광역시+유성구']"
c_c012417,3,여,30,5,2,4,3,2,2,3,3,5,7.0,2,0,['경상북도+문경시']
c_c010851,3,여,40,1,2,4,2,3,4,3,3,4,1.0,1,1,['충청남도+천안시']
c_c010832,9,여,20,4,4,6,2,3,6,5,3,7,3.0,1,1,['충청남도+홍성군']
c_c001530,3,남,20,3,1,1,1,5,4,1,1,7,3.0,5,2,['충청남도+보령시']
c_c013674,3,여,20,4,1,1,5,1,1,1,1,7,1.0,4,3,['충청남도+예산군']
c_c004670,2,남,30,7,4,2,3,4,2,6,6,6,3.0,6,1,['세종시+세종시']
c_c006129,4,여,30,3,3,2,3,3,2,3,2,6,9.0,3,1,['세종시+세종시']
c_c005896,2,여,30,1,2,2,1,4,3,5,7,6,3.0,6,1,['전라북도+군산시']
c_c014215,2,여,60,5,1,1,1,4,1,1,1,4,3.0,1,3,['세종시+세종시']
c_c004309,3,여,20,7,4,1,3,3,3,5,3,3,3.0,6,4,['충청남도+공주시']
c_c008829,21,남,20,2,3,3,2,2,2,4,3,5,2.0,1,1,['전라남도+담양군']
c_c013339,3,여,20,2,3,2,2,4,4,3,6,5,6.0,8,0,['충청남도+천안시']
c_c006722,2,남,20,1,4,6,3,2,2,4,2,2,1.0,1,0,['전라북도+전주시']
c_c013789,23,남,20,1,2,1,1,4,2,4,7,3,9.0,3,1,['경기도+용인시']
c_c012704,3,여,20,4,3,2,2,2,1,1,6,1,7.0,1,0,['충청남도+공주시']
c_c014287,2,남,30,4,5,3,5,5,3,5,3,5,2.0,1,1,['세종시+세종시']
c_c011395,4,여,20,3,6,1,4,3,4,3,3,5,1.0,1,1,['전라남도+여수시']
c_c012763,22,여,30,6,2,4,2,2,5,3,6,7,3.0,2,2,['전라남도+담양군']
c_c001895,1,여,20,2,7,1,5,3,1,7,6,6,3.0,3,1,['전라북도+전주시']
c_c013190,2,여,30,7,4,7,1,3,4,6,2,3,3.0,1,3,['전라남도+담양군']
c_c009226,21,여,50,6,4,6,1,2,5,6,6,6,2.0,1,2,['전라북도+전주시']
c_c001946,2,여,30,1,5,2,2,3,3,4,5,5,3.0,2,3,"['전라북도+전주시', '전라북도+남원시']"
c_c012570,1,남,30,5,3,5,2,2,3,4,4,5,1.0,1,1,['대전광역시+동구']
c_c009238,3,여,30,4,2,2,3,4,3,4,6,6,2.0,1,0,"['광주광역시+남구', '광주광역시+동구']"
c_c012855,4,여,30,6,2,2,1,3,2,1,6,4,2.0,1,6,['전라남도+담양군']
c_c009974,3,여,20,3,3,4,4,3,4,5,4,5,4.0,3,1,['충청남도+공주시']
c_c003302,22,여,30,5,4,1,3,4,2,6,5,4,1.0,5,2,"['전라북도+군산시', '전라북도+전주시']"
c_c002040,10,여,60,4,2,2,2,2,1,2,1,2,10.0,1,4,"['충청북도+제천시', '충청북도+단양군']"
c_c001267,2,여,30,3,5,1,6,6,4,6,4,5,1.0,1,3,['광주광역시+북구']
c_c010916,2,여,20,3,7,7,1,7,7,7,7,1,1.0,2,1,['전라남도+곡성군']
c_c005463,10,남,30,2,4,6,5,6,2,2,6,2,2.0,4,0,['충청남도+아산시']
c_c012412,3,여,50,4,6,6,6,6,6,3,4,4,3.0,3,1,['전라남도+영광군']
c_c002924,5,남,20,1,2,2,1,5,2,5,2,6,1.0,2,0,['충청북도+단양군']
c_c000568,3,남,30,4,3,2,4,4,3,4,4,4,9.0,2,4,"['충청남도+공주시', '전라북도+부안군']"
c_c000902,7,남,30,5,2,3,5,2,3,6,3,4,1.0,4,1,['전라남도+여수시']
c_c003591,3,여,20,4,6,4,1,6,6,6,2,6,5.0,1,1,['전라북도+고창군']
c_c009471,3,여,20,2,1,2,2,4,1,2,7,5,2.0,5,0,['충청남도+서천군']
c_c003867,6,여,20,4,2,1,2,3,5,5,2,5,1.0,3,0,['전라북도+전주시']
c_c003118,2,남,30,5,4,4,1,3,2,2,3,6,1.0,4,1,"['전라남도+순천시', '전라남도+여수시']"
c_c012439,3,남,60,2,1,1,1,1,1,7,3,7,2.0,4,3,['전라남도+나주시']
c_c002381,8,여,20,4,2,1,1,3,6,4,5,5,3.0,1,6,['충청남도+서천군']
c_c012913,24,여,50,4,4,4,4,4,4,4,4,4,2.0,1,0,['전라남도+장성군']
c_c007641,3,남,30,5,4,3,3,3,3,2,2,5,1.0,5,1,['충청북도+단양군']
c_c011485,2,여,20,5,1,4,1,6,1,1,7,1,2.0,1,2,['전라북도+전주시']
c_c009013,3,남,20,4,3,2,1,5,3,4,4,2,1.0,4,0,['충청남도+공주시']
c_c005675,2,여,20,5,2,3,2,4,2,6,2,6,3.0,1,1,['대전광역시+중구']
c_c003133,23,여,30,3,3,4,4,4,4,5,6,4,2.0,10,2,['전라북도+전주시']
c_c009296,3,여,30,3,1,2,1,1,4,2,6,6,6.0,2,1,['충청남도+서산시']
c_c012395,22,남,40,5,4,2,3,3,6,3,2,6,1.0,6,2,['대전광역시+서구']
c_c008853,4,여,20,2,2,1,5,1,1,1,7,7,1.0,5,0,['전라남도+담양군']
c_c005550,4,남,20,2,6,3,1,5,2,1,6,6,1.0,3,0,['전라북도+전주시']
c_c005826,26,여,20,4,2,2,3,1,3,5,3,3,4.0,2,1,['충청북도+단양군']
c_c014408,22,여,50,4,2,2,1,4,5,6,2,4,3.0,4,1,['충청남도+아산시']
c_c005405,8,남,60,4,2,6,6,2,2,6,6,4,7.0,1,0,['전라남도+함평군']
c_c003937,7,남,20,4,3,1,1,2,4,5,6,7,3.0,5,1,['전라북도+전주시']
c_c009087,3,여,30,4,2,2,1,2,3,3,2,6,1.0,1,0,['충청남도+공주시']
c_c004669,1,여,50,1,4,3,3,3,5,3,3,3,3.0,3,1,['전라남도+여수시']
c_c006459,6,여,20,2,4,2,2,4,6,4,6,4,2.0,2,0,"['전라남도+순천시', '전라남도+여수시']"
c_c001769,23,남,60,7,2,2,4,3,2,5,4,5,3.0,1,1,['충청남도+태안군']
c_c012423,3,남,50,7,2,5,2,4,6,3,2,6,2.0,2,1,"['충청남도+천안시', '충청남도+아산시']"
c_c009891,21,여,20,4,4,1,1,5,3,2,6,4,2.0,3,2,"['전라남도+순천시', '전라남도+여수시']"
c_c003374,3,여,40,1,2,6,6,2,6,7,6,5,8.0,1,3,['충청남도+당진시']
c_c000910,3,남,30,4,4,4,4,4,4,4,4,4,2.0,1,1,"['전라남도+여수시', '전라북도+남원시']"
c_c005977,2,여,30,1,1,4,2,4,6,1,6,7,1.0,3,1,['충청남도+공주시']
c_c010881,6,남,40,6,6,5,2,2,2,2,6,2,4.0,1,0,['전라남도+순천시']
c_c003275,22,여,40,4,2,4,3,4,2,6,6,6,2.0,1,1,['전라남도+여수시']
c_c007987,2,남,30,7,3,2,1,5,4,2,4,4,1.0,3,2,['충청남도+천안시']
c_c005966,22,남,30,5,1,1,5,2,2,3,5,4,1.0,1,0,['충청북도+단양군']
c_c012484,3,남,30,4,2,1,2,6,1,7,2,7,6.0,2,1,['전라남도+나주시']
c_c000352,13,여,30,6,4,1,7,1,7,7,7,2,1.0,6,5,['충청남도+보령시']
c_c002114,3,여,30,5,6,2,5,7,7,6,2,3,1.0,1,4,['충청남도+공주시']
c_c004155,21,여,30,4,2,4,2,3,6,2,2,6,4.0,10,0,['전라남도+목포시']
c_c005701,9,여,30,5,5,3,3,3,5,6,5,6,1.0,2,3,['전라남도+강진군']
c_c003204,8,남,30,6,4,6,2,3,4,2,2,4,1.0,6,1,['전라남도+담양군']
c_c003018,8,여,30,2,2,2,2,4,3,3,6,6,1.0,6,1,['충청북도+제천시']
c_c000646,2,남,20,1,4,4,5,6,6,3,6,5,1.0,1,0,['전라남도+여수시']
c_c006754,26,여,50,5,4,1,3,2,1,6,2,6,3.0,2,1,['충청남도+아산시']
c_c010921,3,남,20,1,2,1,4,3,2,6,4,7,5.0,1,1,['충청남도+천안시']
c_c003272,28,남,30,4,4,3,2,6,3,4,6,7,10.0,1,4,"['전라북도+정읍시', '전라북도+부안군']"
c_c005558,3,남,30,4,3,2,4,2,2,4,7,2,1.0,5,1,['충청북도+보은군']
c_c006087,22,여,40,1,1,1,1,3,3,6,2,7,2.0,3,3,['세종시+세종시']
c_c012385,6,여,40,5,5,6,6,6,5,6,6,6,9.0,1,3,['충청북도+청주시']
c_c012314,3,여,50,1,4,5,4,2,4,4,2,6,1.0,2,1,"['전라남도+담양군', '전라남도+장성군']"
c_c008168,21,남,40,5,2,6,4,5,2,5,5,5,3.0,6,6,['충청남도+보령시']
c_c002543,6,여,20,4,4,4,3,4,2,5,4,6,3.0,6,3,['전라남도+순천시']
c_c011865,4,여,20,5,2,2,2,3,2,2,4,5,1.0,1,1,['대전광역시+서구']
b_b007549,3,여,30,4,7,4,3,5,4,6,2,6,5.0,4,0,['충청북도+단양군']
c_c009883,7,남,30,4,2,3,1,3,2,3,1,7,3.0,1,1,['전라북도+전주시']
c_c006924,2,여,30,4,7,7,4,6,7,7,3,7,6.0,2,1,['세종시+세종시']
c_c002163,10,여,20,1,4,2,1,4,2,4,1,1,6.0,2,0,['충청남도+아산시']
c_c011330,9,여,30,1,5,4,2,4,6,5,2,6,3.0,2,3,['전라남도+함평군']
c_c012141,2,여,30,4,3,1,3,6,6,1,2,3,2.0,3,1,['충청남도+태안군']
c_c003758,1,여,20,11,7,1,5,1,1,3,6,1,7.0,1,1,['세종시+세종시']
c_c008811,9,남,40,7,1,3,6,5,1,4,2,1,2.0,3,1,['충청북도+괴산군']
c_c006133,3,남,30,1,6,3,4,1,3,5,2,3,3.0,2,1,['전라북도+완주군']
c_c001967,3,남,20,1,5,2,1,2,1,2,1,6,2.0,1,5,['전라북도+군산시']
c_c006264,4,남,20,6,3,3,3,4,6,4,3,5,3.0,4,1,['대전광역시+유성구']
c_c013074,22,여,20,3,6,1,2,3,2,3,7,6,2.0,2,1,['세종시+세종시']
c_c007689,5,남,30,4,1,1,4,4,4,7,1,4,3.0,2,1,['인천광역시+중구']
c_c005195,11,남,30,6,6,1,1,2,2,2,2,4,3.0,6,2,['충청남도+태안군']
c_c001360,3,남,30,5,1,1,1,1,1,4,1,7,3.0,3,4,"['전라북도+전주시', '충청남도+예산군']"
c_c000935,3,남,30,4,6,1,3,2,1,6,2,4,2.0,1,1,"['전라북도+전주시', '전라남도+담양군']"
c_c005593,4,여,20,1,3,3,1,7,7,7,2,3,7.0,4,2,['전라북도+군산시']
c_c004039,2,여,20,3,4,4,1,2,5,3,2,7,3.0,4,1,['대전광역시+유성구']
c_c001242,3,여,20,4,4,1,2,3,4,6,6,7,2.0,4,1,"['전라남도+순천시', '전라남도+여수시']"
c_c006871,4,여,30,6,2,1,1,2,4,3,7,3,2.0,4,1,['전라북도+군산시']
c_c009685,2,여,20,4,2,4,4,3,3,4,5,4,1.0,1,1,['대전광역시+서구']
c_c011848,3,여,20,1,6,1,1,1,4,6,3,4,1.0,5,1,['전라북도+군산시']
c_c013250,24,여,30,4,2,2,2,4,4,6,6,4,1.0,3,1,['대전광역시+서구']
c_c011524,27,남,30,4,2,4,1,4,2,2,2,3,2.0,3,0,['대전광역시+중구']
c_c004937,23,남,30,4,1,1,1,1,1,1,1,1,3.0,1,1,['전라북도+남원시']
c_c000732,4,여,30,6,2,3,2,4,4,4,2,4,1.0,1,1,['충청북도+청주시']
c_c013144,25,여,30,3,1,1,5,3,1,1,2,5,3.0,2,1,['전라남도+함평군']
c_c001071,3,남,40,4,4,1,4,5,4,4,6,6,2.0,1,1,['충청남도+보령시']
c_c012722,12,여,20,4,4,5,1,1,4,3,1,3,1.0,2,1,['전라남도+순천시']
c_c011799,3,남,30,8,2,1,1,4,3,3,1,7,3.0,4,1,['전라북도+전주시']
c_c009379,21,남,30,5,1,1,6,1,1,1,1,1,1.0,1,3,['충청남도+아산시']
c_c001800,3,여,30,2,2,2,2,3,6,2,5,5,3.0,2,1,['충청남도+공주시']
c_c001109,2,남,20,4,2,1,6,6,2,1,5,6,7.0,1,0,['충청북도+옥천군']
c_c004487,21,남,30,6,1,1,7,4,1,1,4,1,1.0,1,1,['충청북도+진천군']
c_c011778,3,여,20,4,3,6,2,1,4,4,7,3,3.0,2,1,['전라북도+군산시']
c_c001615,9,여,20,4,4,1,1,5,7,7,7,7,1.0,3,1,"['대전광역시+서구', '대전광역시+유성구']"
c_c002400,3,남,20,2,2,3,1,6,4,3,3,6,6.0,1,1,"['광주광역시+북구', '전라남도+목포시']"
b_b005327,2,여,30,3,4,1,1,3,1,5,1,7,3.0,3,1,['전라남도+순천시']
c_c005549,22,남,20,4,4,5,3,5,4,5,3,4,1.0,1,0,['충청남도+아산시']
c_c008895,3,여,30,6,2,2,2,1,1,1,1,6,1.0,1,2,['충청남도+아산시']
c_c008784,5,여,20,5,4,1,1,3,7,5,1,7,2.0,3,1,['충청북도+단양군']
c_c011582,4,여,30,4,1,1,2,5,2,5,2,2,2.0,2,1,"['전라북도+전주시', '전라북도+정읍시']"
c_c003174,3,여,20,2,2,2,1,3,4,3,6,7,3.0,2,5,['전라북도+전주시']
c_c003152,26,여,30,7,1,2,1,1,2,3,2,7,5.0,1,1,"['충청남도+태안군', '충청남도+당진시']"
c_c003429,3,남,20,1,6,1,1,2,5,6,1,3,3.0,1,1,['전라북도+전주시']
c_c005662,6,여,20,3,3,4,2,4,5,3,5,4,1.0,6,0,['충청남도+당진시']
c_c004065,9,여,30,4,1,1,1,4,6,2,6,5,10.0,3,1,['전라남도+순천시']
c_c009265,24,남,60,5,1,4,4,4,2,3,1,6,2.0,1,2,['전라남도+목포시']
c_c002403,21,남,20,2,3,5,5,5,3,3,5,5,9.0,1,1,['전라북도+군산시']
c_c009176,2,여,30,5,4,3,6,3,5,4,3,5,3.0,2,4,"['전라남도+곡성군', '전라남도+담양군']"
a_a008043,2,남,30,4,2,2,2,4,4,4,6,3,3.0,1,1,['충청남도+당진시']
c_c002239,4,여,50,3,3,1,1,2,1,7,5,6,3.0,4,4,['전라북도+전주시']
c_c003362,2,남,30,1,3,1,1,2,2,2,5,4,3.0,3,1,['전라북도+전주시']
c_c009523,13,남,50,11,3,3,3,2,5,5,5,6,2.0,4,1,"['충청북도+제천시', '충청북도+단양군']"
c_c006098,1,남,60,4,1,1,3,5,2,2,5,6,4.0,4,0,['대전광역시+서구']
c_c009348,4,여,30,4,2,4,3,1,3,2,4,5,1.0,1,2,['전라남도+담양군']
c_c004663,2,여,30,5,3,2,2,5,2,5,2,5,3.0,1,3,['세종시+세종시']
c_c002907,5,여,20,2,6,4,5,2,4,5,4,6,4.0,1,3,['충청남도+아산시']
c_c005614,3,여,30,5,7,4,2,7,7,7,1,5,3.0,2,1,"['전라북도+전주시', '전라북도+고창군']"
c_c006649,3,남,30,4,2,3,2,4,4,1,2,4,8.0,3,0,['충청남도+부여군']
c_c003980,23,여,40,3,4,2,2,1,3,4,4,6,2.0,2,2,['전라남도+여수시']
c_c013461,5,여,40,5,2,6,6,2,2,2,6,7,2.0,1,0,['충청북도+충주시']
c_c001024,3,남,60,6,1,1,1,4,7,7,7,4,3.0,2,3,['충청남도+공주시']
c_c000841,22,여,30,2,4,5,3,4,2,3,5,4,2.0,2,4,['전라북도+전주시']
c_c002237,2,남,20,3,4,4,4,4,5,5,5,5,1.0,5,1,['전라남도+여수시']
c_c004135,5,여,20,2,2,4,2,3,6,4,2,3,2.0,3,1,['전라북도+군산시']
c_c000949,12,여,40,2,4,4,2,3,4,3,5,2,1.0,2,2,['전라남도+순천시']
c_c011132,7,여,20,4,4,1,2,3,5,6,5,6,2.0,1,0,"['광주광역시+서구', '광주광역시+동구']"
c_c012836,4,여,20,3,4,4,1,4,4,4,1,7,1.0,2,0,['광주광역시+동구']
c_c000641,8,남,30,5,2,2,3,1,2,5,3,5,4.0,2,0,['충청남도+예산군']
c_c008729,11,여,20,4,4,1,1,1,4,7,4,7,3.0,4,2,['전라북도+전주시']
c_c006616,22,여,30,4,5,2,1,1,7,7,4,7,3.0,4,1,['전라남도+담양군']
c_c009058,3,여,30,4,2,4,1,2,2,2,6,5,8.0,5,0,['충청남도+공주시']
c_c008888,2,남,30,5,4,4,5,5,4,6,6,6,7.0,1,3,['충청남도+아산시']
c_c000337,10,남,20,5,2,2,2,4,2,5,5,5,2.0,2,4,['충청북도+제천시']
c_c013096,8,남,20,2,1,1,1,6,6,1,4,7,1.0,7,0,['충청북도+단양군']
c_c006360,9,남,30,4,3,3,2,4,3,2,4,4,1.0,2,1,"['대전광역시+서구', '대전광역시+유성구']"
c_c004556,3,남,30,3,4,4,4,4,4,3,4,3,1.0,4,0,['전라북도+군산시']
c_c004233,23,남,40,7,2,1,1,6,2,6,6,3,3.0,3,3,['전라북도+부안군']
c_c010953,6,남,40,5,1,4,7,4,4,3,4,1,3.0,6,2,['전라북도+전주시']
c_c006074,2,여,30,4,5,3,2,4,5,5,6,5,1.0,2,0,['세종시+세종시']
c_c004220,6,여,30,4,2,2,4,1,3,6,2,6,3.0,1,1,['충청남도+당진시']
b_b011249,26,남,30,5,1,4,3,2,5,4,3,2,10.0,2,1,['충청남도+천안시']
c_c000797,3,여,30,1,2,2,2,1,4,3,3,1,3.0,2,1,['충청북도+단양군']
c_c013663,4,여,30,4,4,7,1,1,4,4,7,4,9.0,2,2,['전라북도+전주시']
c_c014170,28,남,40,7,2,2,4,6,5,6,5,6,6.0,2,3,['전라북도+정읍시']
b_b007498,2,여,50,5,3,5,4,5,4,5,3,3,8.0,2,2,['전라남도+순천시']
c_c002371,2,남,40,5,1,2,4,2,3,4,6,2,6.0,4,0,"['전라북도+전주시', '전라북도+군산시']"
c_c001026,1,여,30,4,4,3,2,2,4,2,7,6,2.0,3,3,['전라북도+전주시']
